title,author,genre,rating,image_url
The Restaurant at the End of the Universe,Douglas Adams,Science Fiction,4.21,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1521213881i/8695.jpg
The Last Temptation of Christ,Nikos Kazantzakis,Fiction,4.18,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1481512264i/8737.jpg
The Story of a Seagull and the Cat Who Taught Her to Fly,Luis Sepúlveda,Fiction,4.22,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1328868315i/8797.jpg
Earthly Powers,Anthony Burgess,Fiction,4.13,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1355598044i/8822.jpg
World War Z: An Oral History of the Zombie War,Max Brooks,Horror,4.02,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1528312647i/8908.jpg
The Hound of the Baskervilles,Arthur Conan Doyle,Fiction,4.13,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1355929358i/8921.jpg
Sons of Destiny,Darren Shan,Fantasy,4.21,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1344270002i/8948.jpg
Lord of the Shadows,Darren Shan,Fantasy,4.22,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1388251260i/8949.jpg
The Lake of Souls,Darren Shan,Fantasy,4.18,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1255988654i/8951.jpg
Killers of the Dawn,Darren Shan,Fantasy,4.22,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1266449853i/8952.jpg
Freak the Mighty,Rodman Philbrick,Young Adult,4.01,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1440388999i/8953.jpg
Tunnels of Blood,Darren Shan,Fantasy,4.14,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1266449857i/8957.jpg
Vampire Mountain,Darren Shan,Fantasy,4.16,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1255813254i/8960.jpg
Cirque du Freak: A Living Nightmare,Darren Shan,Fantasy,4.08,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1308953294i/8962.jpg
Hunters of the Dusk,Darren Shan,Fantasy,4.16,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1255722755i/8963.jpg
The Vampire's Assistant,Darren Shan,Fantasy,4.13,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1255813244i/8965.jpg
Allies of the Night,Darren Shan,Fantasy,4.18,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1560059486i/8966.jpg
Trials of Death,Darren Shan,Fantasy,4.25,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1388201687i/8967.jpg
The Vampire Prince,Darren Shan,Fantasy,4.23,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1255594505i/8968.jpg
The Long Walk,Richard Bachman,Horror,4.08,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1309212400i/9014.jpg
The Smoke Jumper,Nicholas Evans,Fiction,4.06,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1403193693i/9282.jpg
The House of the Spirits,Isabel Allende,Fiction,4.28,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1621672028i/9328.jpg
Skinny Legs and All,Tom Robbins,Fiction,4.06,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1554143869i/9370.jpg
Fried Green Tomatoes at the Whistle Stop Cafe,Fannie Flagg,Fiction,4.28,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1165961740i/9375.jpg
Peter and the Shadow Thieves,Dave Barry,Fantasy,4.17,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1441850204i/9531.jpg
Ender's Shadow,Orson Scott Card,Science Fiction,4.32,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1424904668i/9532.jpg
The Shadow Rising,Robert Jordan,Fantasy,4.28,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1638239837i/9539.jpg
Still Life with Woodpecker,Tom Robbins,Fiction,4.04,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1308749778i/9566.jpg
Mother Night,Kurt Vonnegut Jr.,Fiction,4.23,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1344621657i/9592.jpg
Bluebeard,Kurt Vonnegut Jr.,Fiction,4.06,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1516339874i/9601.jpg
The Unbearable Lightness of Being,Milan Kundera,Fiction,4.11,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1265401884i/9717.jpg
The Baron in the Trees,Italo Calvino,Fiction,4.02,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1344432724i/9804.jpg
Italian Folktales,Italo Calvino,Fiction,4.17,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1439401748i/9807.jpg
Invisible Cities,Italo Calvino,Fiction,4.11,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1468623303i/9809.jpg
The Nonexistent Knight & The Cloven Viscount,Italo Calvino,Fiction,4.03,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1630485467i/9813.jpg
Crossing to Safety,Wallace Stegner,Fiction,4.16,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1436043179i/9820.jpg
Mrs. Frisby and the Rats of NIMH,Robert C. O'Brien,Fantasy,4.16,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1351191064i/9822.jpg
"The Grass Harp, Including A Tree of Night and Other Stories",Truman Capote,Fiction,4.01,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1327792327i/9924.jpg
"Youth in Revolt: The Journals of Nick Twisp, Book One",C.D. Payne,Fiction,4.02,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1519482466i/10050.jpg
Mountain of Black Glass,Tad Williams,Fantasy,4.07,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1309992323i/10090.jpg
Jane Eyre,Charlotte Brontë,Fiction,4.15,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1557343311i/10210.jpg
Folly,Laurie R. King,Mystery,4.03,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1328406496i/10305.jpg
The Last of the Really Great Whangdoodles,Julie Andrews Edwards,Fantasy,4.26,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1361475969i/10336.jpg
Summer of the Monkeys,Wilson Rawls,Fiction,4.08,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1388183978i/10372.jpg
Hard-Boiled Wonderland and the End of the World,Haruki Murakami,Fiction,4.12,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1399844477i/10374.jpg
A Clash of Kings,George R.R. Martin,Fantasy,4.42,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1567840212i/10572.jpg
Pet Sematary,Stephen King,Horror,4.06,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1308894674i/10583.jpg
Black House,Stephen King,Horror,4.03,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1388263466i/10607.jpg
Misery,Stephen King,Horror,4.21,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1554220401i/10614.jpg
The Bachman Books,Richard Bachman,Horror,4.14,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1374049003i/10617.jpg
Night Shift,Stephen King,Horror,4.03,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1660820449i/10628.jpg
The Pact,Jodi Picoult,Fiction,4.03,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1410754561i/10916.jpg
My Sister’s Keeper,Jodi Picoult,Fiction,4.1,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1369504683i/10917.jpg
For One More Day,Mitch Albom,Fiction,4.12,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1438705425i/10929.jpg
The Town,William Faulkner,Fiction,4.1,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1391834381i/10985.jpg
Eleven on Top,Janet Evanovich,Mystery,4.17,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1166394806i/11003.jpg
The Chronicles of Narnia,C.S. Lewis,Fantasy,4.27,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1661032875i/11127.jpg
The Wind-Up Bird Chronicle,Haruki Murakami,Fiction,4.15,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1327872639i/11275.jpg
Summer of Night,Dan Simmons,Horror,4.04,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1400270646i/11279.jpg
The Rise of Endymion,Dan Simmons,Science Fiction,4.17,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1329609799i/11289.jpg
Norwegian Wood,Haruki Murakami,Fiction,4.01,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1713542603i/11297.jpg
The Dark Is Rising Sequence,Susan Cooper,Fantasy,4.29,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1386921699i/11306.jpg
Silver on the Tree,Susan Cooper,Fantasy,4.11,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1364805592i/11313.jpg
Song of Solomon,Toni Morrison,Fiction,4.14,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1632283992i/11334.jpg
The Bluest Eye,Toni Morrison,Fiction,4.11,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1388208495i/11337.jpg
Sula,Toni Morrison,Fiction,4.03,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1441578153i/11346.jpg
The Color Purple,Alice Walker,Fiction,4.27,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1556348375i/11486.jpg
The Promise,Chaim Potok,Fiction,4.18,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1388279694i/11499.jpg
My Name Is Asher Lev,Chaim Potok,Fiction,4.23,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1385056726i/11507.jpg
Swan Song,Robert McCammon,Horror,4.29,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1445981000i/11557.jpg
The Green Mile,Stephen King,Horror,4.48,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1373903563i/11566.jpg
The Body,Robin Waterfield,Horror,4.29,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1328182521i/11574.jpg
The Shining,Stephen King,Horror,4.27,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1353277730i/11588.jpg
’Salem’s Lot,Stephen King,Horror,4.06,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1327891565i/11590.jpg
The Witching Hour,Anne Rice,Horror,4.1,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1327289387i/11901.jpg
The Plague,Albert Camus,Fiction,4.02,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1503362434i/11989.jpg
The Fall,Albert Camus,Fiction,4.04,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1467904855i/11991.jpg
I Who Have Never Known Men,Jacqueline Harpman,Fiction,4.23,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1636235968i/11996.jpg
Use of Weapons,Iain M. Banks,Science Fiction,4.17,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1587400756i/12007.jpg
The Algebraist,Iain M. Banks,Science Fiction,4.03,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1388530602i/12009.jpg
Excession,Iain M. Banks,Science Fiction,4.2,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1288930712i/12013.jpg
The Crow Road,Iain Banks,Fiction,4.08,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1330063373i/12021.jpg
"Good Omens: The Nice and Accurate Prophecies of Agnes Nutter, Witch",Terry Pratchett,Fantasy,4.26,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1615552073i/12067.jpg
"Ada, or Ardor: A Family Chronicle",Vladimir Nabokov,Fiction,4.13,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1657567796i/12187.jpg
Molloy / Malone Dies / The Unnamable,Samuel Beckett,Fiction,4.28,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1645833303i/12279.jpg
Journey to the End of the Night,Louis-Ferdinand Céline,Fiction,4.19,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1585118052i/12395.jpg
You Can't Go Home Again,Thomas Wolfe,Fiction,4.05,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1388332784i/12447.jpg
Of Time and the River: A Legend of Man's Hunger in His Youth,Thomas Wolfe,Fiction,4.21,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1376783841i/12451.jpg
No Country for Old Men,Cormac McCarthy,Fiction,4.16,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1443231179i/12497.jpg
The Idiot,Fyodor Dostoevsky,Fiction,4.21,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1657539107i/12505.jpg
The Bonesetter's Daughter,Amy Tan,Fiction,4.0,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1442687221i/12555.jpg
The Kitchen God's Wife,Amy Tan,Fiction,4.03,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1434152599i/12557.jpg
The Transit of Venus,Shirley Hazzard,Fiction,4.0,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1347622666i/12738.jpg
Du côté de chez Swann,Marcel Proust,Fiction,4.15,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1691170561i/12749.jpg
Rebecca,Daphne du Maurier,Fiction,4.24,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1614445462i/12873.jpg
The Alexandria Quartet,Lawrence Durrell,Fiction,4.18,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1388292278i/13033.jpg
Cross,James Patterson,Mystery,4.04,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1388194831i/13128.jpg
Judge & Jury,James Patterson,Mystery,4.01,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1440619495i/13130.jpg
3rd Degree,James Patterson,Mystery,4.06,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1523207746i/13132.jpg
2nd Chance,James Patterson,Mystery,4.07,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1522906622i/13136.jpg
1st to Die,James Patterson,Mystery,4.1,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1522906581i/13137.jpg
School's Out—Forever,James Patterson,Young Adult,4.14,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1346079917i/13139.jpg
Pop Goes the Weasel,James Patterson,Mystery,4.03,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1409590172i/13143.jpg
Along Came a Spider,James Patterson,Mystery,4.13,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1388272560i/13145.jpg
The Angel Experiment,James Patterson,Young Adult,4.07,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1339277875i/13152.jpg
Eragon & Eldest,Christopher Paolini,Fantasy,4.31,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1389897828i/13350.jpg
The House of the Scorpion,Nancy Farmer,Young Adult,4.08,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1401734230i/13376.jpg
A Game of Thrones,George R.R. Martin,Fantasy,4.44,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1562726234i/13496.jpg
A Feast for Crows,George R.R. Martin,Fantasy,4.16,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1661026821i/13497.jpg
The Fairy Tales of Hermann Hesse,Hermann Hesse,Fiction,4.0,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1428709957i/13514.jpg
A Wizard of Earthsea,Ursula K. Le Guin,Fantasy,4.01,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1353424536i/13642.jpg
The Dispossessed: An Ambiguous Utopia,Ursula K. Le Guin,Science Fiction,4.25,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1353467455i/13651.jpg
The Other Wind,Ursula K. Le Guin,Fantasy,4.19,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1309285821i/13658.jpg
Tales from Earthsea,Ursula K. Le Guin,Fantasy,4.08,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1309202073i/13659.jpg
Tehanu,Ursula K. Le Guin,Fantasy,4.03,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1386924581i/13661.jpg
The Tombs of Atuan,Ursula K. Le Guin,Fantasy,4.13,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1659761935i/13662.jpg
Catwings,Ursula K. Le Guin,Fantasy,4.11,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1566244515i/13664.jpg
The Farthest Shore,Ursula K. Le Guin,Fantasy,4.13,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1388200537i/13667.jpg
The Twelve Kingdoms: Sea of Shadow,Fuyumi Ono,Fantasy,4.22,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1268703829i/13737.jpg
Magician: Master,Raymond E. Feist,Fantasy,4.25,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1556425333i/13810.jpg
Magician: Apprentice,Raymond E. Feist,Fantasy,4.17,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1655656552i/13812.jpg
A Darkness At Sethanon,Raymond E. Feist,Fantasy,4.19,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1429041258i/13813.jpg
Lord of Light,Roger Zelazny,Science Fiction,4.06,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1330127327i/13821.jpg
"The Doors of His Face, the Lamps of His Mouth",Roger Zelazny,Science Fiction,4.07,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1422062944i/13824.jpg
Terrier,Tamora Pierce,Fantasy,4.16,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1398029898i/13829.jpg
The Woman Who Rides Like a Man,Tamora Pierce,Fantasy,4.18,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1425711705i/13830.jpg
Alanna: The First Adventure,Tamora Pierce,Fantasy,4.27,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1388206270i/13831.jpg
Emperor Mage,Tamora Pierce,Fantasy,4.28,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1555634015i/13833.jpg
The Realms of the Gods,Tamora Pierce,Fantasy,4.31,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1556165774i/13834.jpg
In the Hand of the Goddess,Tamora Pierce,Fantasy,4.24,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1388206274i/13835.jpg
Wild Magic,Tamora Pierce,Fantasy,4.31,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1554192590i/13836.jpg
Lioness Rampant,Tamora Pierce,Fantasy,4.28,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1390366673i/13837.jpg
Knife of Dreams,Robert Jordan,Fantasy,4.19,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1659904494i/13888.jpg
A Crown of Swords,Robert Jordan,Fantasy,4.06,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1358542379i/13890.jpg
The Fires of Heaven,Robert Jordan,Fantasy,4.19,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1327866286i/13895.jpg
Child of the Prophecy,Juliet Marillier,Fantasy,4.12,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1343590673i/13925.jpg
The Well of Shades,Juliet Marillier,Fantasy,4.27,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1439174872i/13926.jpg
Son of the Shadows,Juliet Marillier,Fantasy,4.33,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1602021932i/13927.jpg
Daughter of the Forest,Juliet Marillier,Fantasy,4.28,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1343589988i/13928.jpg
Wildwood Dancing,Juliet Marillier,Fantasy,4.1,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1393127105i/13929.jpg
Foxmask,Juliet Marillier,Fantasy,4.13,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1392431616i/13931.jpg
Arrows of the Queen,Mercedes Lackey,Fantasy,4.14,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1296358547i/13986.jpg
Phoenix and Ashes,Mercedes Lackey,Fantasy,4.05,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1388967917i/13987.jpg
Joust,Mercedes Lackey,Fantasy,4.04,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1388335864i/13993.jpg
Arrow's Fall,Mercedes Lackey,Fantasy,4.19,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1388518059i/14014.jpg
Malgudi Days,R.K. Narayan,Fiction,4.21,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1644689955i/14082.jpg
The Three Stigmata of Palmer Eldritch,Philip K. Dick,Science Fiction,4.01,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1338461946i/14185.jpg
Prodigal Summer,Barbara Kingsolver,Fiction,4.03,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1426308771i/14249.jpg
Pigs in Heaven,Barbara Kingsolver,Fiction,4.0,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1347616121i/14250.jpg
No Great Mischief,Alistair MacLeod,Fiction,4.02,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1386924159i/14273.jpg
Rain of Gold,Victor Villaseñor,Fiction,4.5,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1320554857i/14345.jpg
Einstein’s Dreams,Alan Lightman,Fiction,4.06,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1386925066i/14376.jpg
Neverwhere,Neil Gaiman,Fantasy,4.17,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1348747943i/14497.jpg
If Tomorrow Comes,Sidney Sheldon,Fiction,4.07,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1387733550i/14554.jpg
Dangerous Angels,Francesca Lia Block,Young Adult,4.25,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1166639454i/14565.jpg
A Scanner Darkly,Philip K. Dick,Science Fiction,4.02,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1388737865i/14817.jpg
Last Man Standing,David Baldacci,Fiction,4.06,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1388373688i/14839.jpg
Nineteen Minutes,Jodi Picoult,Fiction,4.16,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1348577596i/14866.jpg
A Tree Grows in Brooklyn,Betty  Smith,Fiction,4.29,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1327883484i/14891.jpg
A Trip to the Stars,Nicholas Christopher,Fiction,4.27,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1347949024i/14967.jpg
Brother Odd,Dean Koontz,Horror,4.0,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1406835501i/14996.jpg
The Passion,Jeanette Winterson,Fiction,4.11,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1388187737i/15047.jpg
Written on the Body,Jeanette Winterson,Fiction,4.08,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1386924844i/15054.jpg
The Collectors,David Baldacci,Fiction,4.06,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1166671030i/15154.jpg
The Camel Club,David Baldacci,Fiction,4.06,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1166671032i/15158.jpg
Absolute Power,David Baldacci,Fiction,4.2,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1328399707i/15159.jpg
Bridge of Birds,Barry Hughart,Fantasy,4.27,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1327940289i/15177.jpg
The Two Towers,J.R.R. Tolkien,Fantasy,4.48,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1661031399i/15241.jpg
The Elf Queen of Shannara,Terry Brooks,Fantasy,4.05,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1166673287i/15566.jpg
The Druid of Shannara,Terry Brooks,Fantasy,4.04,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1390260857i/15568.jpg
Cosmos,Witold Gombrowicz,Fiction,4.01,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1655724043i/15584.jpg
Native Son,Richard Wright,Fiction,4.03,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1627788308i/15622.jpg
The Kindness of Strangers,Katrina Kittle,Fiction,4.03,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1442941672i/15655.jpg
Strangers,Dean Koontz,Horror,4.01,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1308458895i/15676.jpg
The Bourne Supremacy,Robert Ludlum,Fiction,4.11,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1335860600i/15769.jpg
Charms for the Easy Life,Kaye Gibbons,Fiction,4.02,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1440647542i/15796.jpg
